date,province,case_cumulative,death_cumulative
2020-05-10,Kalimantan Selatan,263,9
2020-05-10,Kalimantan Utara,131,1
2020-05-10,Kepulauan Riau,101,11
2020-05-10,Nusa Tenggara Barat,330,6
2020-05-10,Sumatera Selatan,278,9
2020-05-10,Sumatera Barat,299,17
2020-05-10,Sulawesi Utara,71,4
2020-05-10,Sumatera Utara,179,21
2020-05-10,Sulawesi Tenggara,76,2
2020-05-10,Sulawesi Selatan,722,47
2020-05-10,Sulawesi Tengah,83,3
2020-05-10,Lampung,66,5
2020-05-10,Riau,73,6
2020-05-10,Maluku Utara,54,0
2020-05-10,Maluku,32,2
2020-05-10,Papua Barat,70,1
2020-05-10,Papua,308,6
2020-05-10,Sulawesi Barat,62,2
2020-05-10,Nusa Tenggara Timur,12,0
2020-05-10,Gorontalo,19,1
2020-05-10,Lain,21,0
2020-05-11,Aceh,17,1
2020-05-11,Bali,314,4
2020-05-11,Banten,541,56
2020-05-11,Kepulauan Bangka Belitung,29,1
2020-05-11,Bengkulu,37,1
2020-05-11,Daerah Istimewa Yogyakarta,159,7
2020-05-11,DKI Jakarta,5276,441
2020-05-11,Jambi,65,0
2020-05-11,Jawa Barat,1493,95
2020-05-11,Jawa Tengah,980,66
2020-05-11,Jawa Timur,1536,149
2020-05-11,Kalimantan Barat,120,3
2020-05-11,Kalimantan Timur,225,2
2020-05-11,Kalimantan Tengah,200,7
2020-05-11,Kalimantan Selatan,263,9
2020-05-11,Kalimantan Utara,132,1
2020-05-11,Kepulauan Riau,104,11
2020-05-11,Nusa Tenggara Barat,331,6
2020-05-11,Sumatera Selatan,278,9
2020-05-11,Sumatera Barat,299,17
2020-05-11,Sulawesi Utara,71,4
2020-05-11,Sumatera Utara,196,24
2020-05-11,Sulawesi Tenggara,76,2
2020-05-11,Sulawesi Selatan,722,49
2020-05-11,Sulawesi Tengah,83,3
2020-05-11,Lampung,66,5
2020-05-11,Riau,74,6
2020-05-11,Maluku Utara,54,0
2020-05-11,Maluku,32,2
2020-05-11,Papua Barat,70,1
2020-05-11,Papua,308,6
2020-05-11,Sulawesi Barat,62,2
2020-05-11,Nusa Tenggara Timur,12,0
2020-05-11,Gorontalo,19,1
2020-05-11,Lain,21,0
2020-05-12,Aceh,17,1
2020-05-12,Bali,328,4
2020-05-12,Banten,559,56
2020-05-12,Kepulauan Bangka Belitung,29,1
2020-05-12,Bengkulu,40,1
2020-05-12,Daerah Istimewa Yogyakarta,169,7
2020-05-12,DKI Jakarta,5375,443
2020-05-12,Jambi,65,0
2020-05-12,Jawa Barat,1545,98
2020-05-12,Jawa Tengah,989,66
2020-05-12,Jawa Timur,1669,155
2020-05-12,Kalimantan Barat,123,3
2020-05-12,Kalimantan Timur,228,3
2020-05-12,Kalimantan Tengah,204,7
2020-05-12,Kalimantan Selatan,277,9
2020-05-12,Kalimantan Utara,132,1
2020-05-12,Kepulauan Riau,106,11
2020-05-12,Nusa Tenggara Barat,339,6
2020-05-12,Sumatera Selatan,279,9
2020-05-12,Sumatera Barat,319,18
2020-05-12,Sulawesi Utara,74,5
2020-05-12,Sumatera Utara,198,24
2020-05-12,Sulawesi Tenggara,76,2
2020-05-12,Sulawesi Selatan,747,49
2020-05-12,Sulawesi Tengah,95,3
2020-05-12,Lampung,66,5
2020-05-12,Riau,81,6
2020-05-12,Maluku Utara,54,0
2020-05-12,Maluku,50,4
2020-05-12,Papua Barat,70,1
2020-05-12,Papua,322,6
2020-05-12,Sulawesi Barat,68,2
2020-05-12,Nusa Tenggara Timur,16,0
2020-05-12,Gorontalo,19,1
2020-05-12,Lain,21,0
2020-05-13,Aceh,17,1
2020-05-13,Bali,332,4
2020-05-13,Banten,580,57
2020-05-13,Kepulauan Bangka Belitung,29,1
2020-05-13,Bengkulu,40,1
2020-05-13,Daerah Istimewa Yogyakarta,181,7
2020-05-13,DKI Jakarta,5554,449
2020-05-13,Jambi,65,0
2020-05-13,Jawa Barat,1556,98
2020-05-13,Jawa Tengah,1023,66
2020-05-13,Jawa Timur,1772,163
2020-05-13,Kalimantan Barat,129,3
2020-05-13,Kalimantan Timur,230,3
2020-05-13,Kalimantan Tengah,220,7
2020-05-13,Kalimantan Selatan,291,9
2020-05-13,Kalimantan Utara,138,1
2020-05-13,Kepulauan Riau,111,11
2020-05-13,Nusa Tenggara Barat,344,7
2020-05-13,Sumatera Selatan,322,9
2020-05-13,Sumatera Barat,339,19
2020-05-13,Sulawesi Utara,82,5
2020-05-13,Sumatera Utara,200,24
2020-05-13,Sulawesi Tenggara,167,3
2020-05-13,Sulawesi Selatan,803,49
2020-05-13,Sulawesi Tengah,101,3
2020-05-13,Lampung,66,5
2020-05-13,Riau,88,6
2020-05-13,Maluku Utara,78,3
2020-05-13,Maluku,50,4
2020-05-13,Papua Barat,70,1
2020-05-13,Papua,328,6
2020-05-13,Sulawesi Barat,73,2
2020-05-13,Nusa Tenggara Timur,19,0
2020-05-13,Gorontalo,19,1
2020-05-13,Lain,21,0
2020-05-14,Aceh,17,1
2020-05-14,Bali,337,4
2020-05-14,Banten,593,57
2020-05-14,Kepulauan Bangka Belitung,29,1
2020-05-14,Bengkulu,42,2
2020-05-14,Daerah Istimewa Yogyakarta,185,7
2020-05-14,DKI Jakarta,5688,452
2020-05-14,Jambi,66,0
2020-05-14,Jawa Barat,1565,99
2020-05-14,Jawa Tengah,1066,66
2020-05-14,Jawa Timur,1863,167
2020-05-14,Kalimantan Barat,129,3
2020-05-14,Kalimantan Timur,238,3
2020-05-14,Kalimantan Tengah,223,7
2020-05-14,Kalimantan Selatan,294,9
2020-05-14,Kalimantan Utara,138,1
2020-05-14,Kepulauan Riau,111,11
2020-05-14,Nusa Tenggara Barat,350,7
2020-05-14,Sumatera Selatan,441,9
2020-05-14,Sumatera Barat,371,21
2020-05-14,Sulawesi Utara,83,5
2020-05-14,Sumatera Utara,202,24
2020-05-14,Sulawesi Tenggara,166,3
2020-05-14,Sulawesi Selatan,840,51
2020-05-14,Sulawesi Tengah,111,4
2020-05-14,Lampung,66,5
2020-05-14,Riau,94,6
2020-05-14,Maluku Utara,81,3
2020-05-14,Maluku,62,4
2020-05-14,Papua Barat,88,1
2020-05-14,Papua,332,6
2020-05-14,Sulawesi Barat,74,2
2020-05-14,Nusa Tenggara Timur,19,1
2020-05-14,Gorontalo,21,1
2020-05-14,Lain,21,0
2020-05-15,Aceh,17,1
2020-05-15,Bali,343,4
2020-05-15,Banten,622,60
2020-05-15,Kepulauan Bangka Belitung,29,1
2020-05-15,Bengkulu,53,2
2020-05-15,Daerah Istimewa Yogyakarta,188,7
2020-05-15,DKI Jakarta,5774,460
2020-05-15,Jambi,69,0
2020-05-15,Jawa Barat,1596,100
2020-05-15,Jawa Tengah,1109,70
2020-05-15,Jawa Timur,1921,178
2020-05-15,Kalimantan Barat,129,3
2020-05-15,Kalimantan Timur,251,3
2020-05-15,Kalimantan Tengah,227,11
2020-05-15,Kalimantan Selatan,363,9
2020-05-15,Kalimantan Utara,141,1
2020-05-15,Kepulauan Riau,115,11
2020-05-15,Nusa Tenggara Barat,358,7
2020-05-15,Sumatera Selatan,458,9
2020-05-15,Sumatera Barat,393,21
2020-05-15,Sulawesi Utara,105,5
2020-05-15,Sumatera Utara,202,24
2020-05-15,Sulawesi Tenggara,183,5
2020-05-15,Sulawesi Selatan,871,51
2020-05-15,Sulawesi Tengah,112,4
2020-05-15,Lampung,66,5
2020-05-15,Riau,95,6
2020-05-15,Maluku Utara,85,3
2020-05-15,Maluku,62,4
2020-05-15,Papua Barat,88,1
2020-05-15,Papua,335,6
2020-05-15,Sulawesi Barat,74,2
2020-05-15,Nusa Tenggara Timur,19,1
2020-05-15,Gorontalo,22,1
2020-05-15,Lain,21,0
2020-05-16,Aceh,18,1
2020-05-16,Bali,346,4
2020-05-16,Banten,626,61
2020-05-16,Kepulauan Bangka Belitung,29,1
2020-05-16,Bengkulu,56,2
2020-05-16,Daerah Istimewa Yogyakarta,194,8
2020-05-16,DKI Jakarta,5881,460
2020-05-16,Jambi,79,0
2020-05-16,Jawa Barat,1618,100
2020-05-16,Jawa Tengah,1140,70
2020-05-16,Jawa Timur,2105,183
2020-05-16,Kalimantan Barat,131,3
2020-05-16,Kalimantan Timur,253,3
2020-05-16,Kalimantan Tengah,227,11
2020-05-16,Kalimantan Selatan,370,9
2020-05-16,Kalimantan Utara,153,1
2020-05-16,Kepulauan Riau,116,11
2020-05-16,Nusa Tenggara Barat,365,7
2020-05-16,Sumatera Selatan,458,11
2020-05-16,Sumatera Barat,396,22
2020-05-16,Sulawesi Utara,114,6
2020-05-16,Sumatera Utara,202,24
2020-05-16,Sulawesi Tenggara,189,5
2020-05-16,Sulawesi Selatan,917,52
2020-05-16,Sulawesi Tengah,113,4
2020-05-16,Lampung,66,5
2020-05-16,Riau,95,6
2020-05-16,Maluku Utara,88,4
2020-05-16,Maluku,62,4
2020-05-16,Papua Barat,102,1
2020-05-16,Papua,350,6
2020-05-16,Sulawesi Barat,75,2
2020-05-16,Nusa Tenggara Timur,47,1
2020-05-16,Gorontalo,23,1
2020-05-16,Lain,21,0
2020-05-17,Aceh,18,1
2020-05-17,Bali,348,4
2020-05-17,Banten,650,61
2020-05-17,Kepulauan Bangka Belitung,29,1
2020-05-17,Bengkulu,65,2
2020-05-17,Daerah Istimewa Yogyakarta,199,8
2020-05-17,DKI Jakarta,6010,463
2020-05-17,Jambi,80,0
2020-05-17,Jawa Barat,1652,110
2020-05-17,Jawa Tengah,1157,70
2020-05-17,Jawa Timur,2152,194
2020-05-17,Kalimantan Barat,132,4
2020-05-17,Kalimantan Timur,254,3
2020-05-17,Kalimantan Tengah,227,11
2020-05-17,Kalimantan Selatan,372,36
2020-05-17,Kalimantan Utara,155,1
2020-05-17,Kepulauan Riau,116,11
2020-05-17,Nusa Tenggara Barat,371,7
2020-05-17,Sumatera Selatan,521,11
2020-05-17,Sumatera Barat,408,22
2020-05-17,Sulawesi Utara,114,7
2020-05-17,Sumatera Utara,218,26
2020-05-17,Sulawesi Tenggara,191,5
2020-05-17,Sulawesi Selatan,951,53
2020-05-17,Sulawesi Tengah,115,4
2020-05-17,Lampung,67,5
2020-05-17,Riau,99,6
2020-05-17,Maluku Utara,92,4
2020-05-17,Maluku,84,6
2020-05-17,Papua Barat,105,1
2020-05-17,Papua,383,6
2020-05-17,Sulawesi Barat,75,2
2020-05-17,Nusa Tenggara Timur,59,1
2020-05-17,Gorontalo,24,2
2020-05-17,Lain,21,0
2020-05-18,Aceh,18,1
2020-05-18,Bali,359,4
2020-05-18,Banten,677,62
2020-05-18,Kepulauan Bangka Belitung,29,1
2020-05-18,Bengkulu,66,2
2020-05-18,Daerah Istimewa Yogyakarta,200,8
2020-05-18,DKI Jakarta,6059,463
2020-05-18,Jambi,81,0
2020-05-18,Jawa Barat,1677,123
2020-05-18,Jawa Tengah,1165,70
2020-05-18,Jawa Timur,2296,209
2020-05-18,Kalimantan Barat,132,4
2020-05-18,Kalimantan Timur,255,3
2020-05-18,Kalimantan Tengah,227,11
2020-05-18,Kalimantan Selatan,438,44
2020-05-18,Kalimantan Utara,155,1
2020-05-18,Kepulauan Riau,127,11
2020-05-18,Nusa Tenggara Barat,375,7
2020-05-18,Sumatera Selatan,537,13
2020-05-18,Sumatera Barat,409,22
2020-05-18,Sulawesi Utara,116,7
2020-05-18,Sumatera Utara,225,27
2020-05-18,Sulawesi Tenggara,191,5
2020-05-18,Sulawesi Selatan,1017,55
2020-05-18,Sulawesi Tengah,115,4
2020-05-18,Lampung,83,6
2020-05-18,Riau,101,6
2020-05-18,Maluku Utara,93,4
2020-05-18,Maluku,107,6
2020-05-18,Papua Barat,105,1
2020-05-18,Papua,383,6
2020-05-18,Sulawesi Barat,75,2
2020-05-18,Nusa Tenggara Timur,68,1
2020-05-18,Gorontalo,28,2
2020-05-18,Lain,21,0
2020-05-19,Aceh,18,1
2020-05-19,Bali,363,4
2020-05-19,Banten,698,62
2020-05-19,Kepulauan Bangka Belitung,29,1
2020-05-19,Bengkulu,67,2
2020-05-19,Daerah Istimewa Yogyakarta,207,8
2020-05-19,DKI Jakarta,6155,470
2020-05-19,Jambi,84,0
2020-05-19,Jawa Barat,1700,124
2020-05-19,Jawa Tengah,1175,70
2020-05-19,Jawa Timur,2377,222
2020-05-19,Kalimantan Barat,132,4
2020-05-19,Kalimantan Timur,258,3
2020-05-19,Kalimantan Tengah,232,11
2020-05-19,Kalimantan Selatan,484,47
2020-05-19,Kalimantan Utara,160,1
2020-05-19,Kepulauan Riau,140,11
2020-05-19,Nusa Tenggara Barat,375,7
2020-05-19,Sumatera Selatan,597,18
2020-05-19,Sumatera Barat,420,22
2020-05-19,Sulawesi Utara,126,7
2020-05-19,Sumatera Utara,235,28
2020-05-19,Sulawesi Tenggara,202,5
2020-05-19,Sulawesi Selatan,1064,55
2020-05-19,Sulawesi Tengah,115,4
2020-05-19,Lampung,84,6
2020-05-19,Riau,106,6
2020-05-19,Maluku Utara,95,4
2020-05-19,Maluku,107,6
2020-05-19,Papua Barat,105,1
2020-05-19,Papua,389,6
2020-05-19,Sulawesi Barat,77,2
2020-05-19,Nusa Tenggara Timur,71,1
2020-05-19,Gorontalo,28,2
2020-05-19,Lain,21,0
2020-05-20,Aceh,18,1
2020-05-20,Bali,371,4
2020-05-20,Banten,699,62
2020-05-20,Kepulauan Bangka Belitung,35,1
2020-05-20,Bengkulu,67,2
2020-05-20,Daerah Istimewa Yogyakarta,209,8
2020-05-20,DKI Jakarta,6236,472
2020-05-20,Jambi,89,0
2020-05-20,Jawa Barat,1876,124
2020-05-20,Jawa Tengah,1192,70
2020-05-20,Jawa Timur,2496,228
2020-05-20,Kalimantan Barat,132,4
2020-05-20,Kalimantan Timur,264,3
2020-05-20,Kalimantan Tengah,241,11
2020-05-20,Kalimantan Selatan,547,52
2020-05-20,Kalimantan Utara,160,1
2020-05-20,Kepulauan Riau,140,12
2020-05-20,Nusa Tenggara Barat,393,7
2020-05-20,Sumatera Selatan,646,19
2020-05-20,Sumatera Barat,428,23
2020-05-20,Sulawesi Utara,152,8
2020-05-20,Sumatera Utara,250,30
2020-05-20,Sulawesi Tenggara,202,5
2020-05-20,Sulawesi Selatan,1101,56
2020-05-20,Sulawesi Tengah,115,4
2020-05-20,Lampung,85,6
2020-05-20,Riau,107,6
2020-05-20,Maluku Utara,96,4
2020-05-20,Maluku,124,7
2020-05-20,Papua Barat,106,1
2020-05-20,Papua,409,6
2020-05-20,Sulawesi Barat,78,2
2020-05-20,Nusa Tenggara Timur,76,1
2020-05-20,Gorontalo,28,2
2020-05-20,Lain,21,0
2020-05-21,Aceh,18,1
2020-05-21,Bali,374,4
2020-05-21,Banten,753,65
2020-05-21,Kepulauan Bangka Belitung,36,1
2020-05-21,Bengkulu,69,2
2020-05-21,Daerah Istimewa Yogyakarta,215,8
2020-05-21,DKI Jakarta,6301,481
2020-05-21,Jambi,89,0
2020-05-21,Jawa Barat,1962,124
2020-05-21,Jawa Tengah,1217,70
2020-05-21,Jawa Timur,2998,241
2020-05-21,Kalimantan Barat,133,4
2020-05-21,Kalimantan Timur,266,3
2020-05-21,Kalimantan Tengah,254,11
2020-05-21,Kalimantan Selatan,557,54
2020-05-21,Kalimantan Utara,162,1
2020-05-21,Kepulauan Riau,140,12
2020-05-21,Nusa Tenggara Barat,410,7
2020-05-21,Sumatera Selatan,674,21
2020-05-21,Sumatera Barat,436,23
2020-05-21,Sulawesi Utara,180,11
2020-05-21,Sumatera Utara,273,31
2020-05-21,Sulawesi Tenggara,202,5
2020-05-21,Sulawesi Selatan,1135,59
2020-05-21,Sulawesi Tengah,117,4
2020-05-21,Lampung,101,6
2020-05-21,Riau,108,6
2020-05-21,Maluku Utara,97,4
2020-05-21,Maluku,135,7
2020-05-21,Papua Barat,110,1
2020-05-21,Papua,410,6
2020-05-21,Sulawesi Barat,86,2
2020-05-21,Nusa Tenggara Timur,79,1
2020-05-21,Gorontalo,44,2
2020-05-21,Lain,21,0
2020-05-22,Aceh,19,1
2020-05-22,Bali,380,4
2020-05-22,Banten,768,66
2020-05-22,Kepulauan Bangka Belitung,36,1
2020-05-22,Bengkulu,69,2
2020-05-22,Daerah Istimewa Yogyakarta,220,8
2020-05-22,DKI Jakarta,6400,500
2020-05-22,Jambi,91,0
2020-05-22,Jawa Barat,2002,125
2020-05-22,Jawa Tengah,1234,70
2020-05-22,Jawa Timur,3129,256
2020-05-22,Kalimantan Barat,140,4
2020-05-22,Kalimantan Timur,271,3
2020-05-22,Kalimantan Tengah,290,15
2020-05-22,Kalimantan Selatan,572,57
2020-05-22,Kalimantan Utara,163,1
2020-05-22,Kepulauan Riau,141,12
2020-05-22,Nusa Tenggara Barat,464,7
2020-05-22,Sumatera Selatan,693,22
2020-05-22,Sumatera Barat,438,23
2020-05-22,Sulawesi Utara,198,12
2020-05-22,Sumatera Utara,285,32
2020-05-22,Sulawesi Tenggara,211,4
2020-05-22,Sulawesi Selatan,1206,61
2020-05-22,Sulawesi Tengah,117,4
2020-05-22,Lampung,105,7
2020-05-22,Riau,109,6
2020-05-22,Maluku Utara,99,4
2020-05-22,Maluku,157,7
2020-05-22,Papua Barat,119,1
2020-05-22,Papua,437,6
2020-05-22,Sulawesi Barat,86,2
2020-05-22,Nusa Tenggara Timur,79,1
2020-05-22,Gorontalo,47,2
2020-05-22,Lain,21,0
2020-05-23,Aceh,19,1
2020-05-23,Bali,388,4
2020-05-23,Banten,768,66
2020-05-23,Kepulauan Bangka Belitung,39,1
2020-05-23,Bengkulu,69,2
2020-05-23,Daerah Istimewa Yogyakarta,225,8
2020-05-23,DKI Jakarta,6515,501
2020-05-23,Jambi,91,0
2020-05-23,Jawa Barat,2045,127
2020-05-23,Jawa Tengah,1288,70
2020-05-23,Jawa Timur,3595,271
2020-05-23,Kalimantan Barat,168,4
2020-05-23,Kalimantan Timur,274,3
2020-05-23,Kalimantan Tengah,292,15
2020-05-23,Kalimantan Selatan,590,58
2020-05-23,Kalimantan Utara,163,1
2020-05-23,Kepulauan Riau,150,12
2020-05-23,Nusa Tenggara Barat,474,8
2020-05-23,Sumatera Selatan,725,23
2020-05-23,Sumatera Barat,443,24
2020-05-23,Sulawesi Utara,201,14
2020-05-23,Sumatera Utara,294,32
2020-05-23,Sulawesi Tenggara,215,4
2020-05-23,Sulawesi Selatan,1264,61
2020-05-23,Sulawesi Tengah,121,4
2020-05-23,Lampung,105,7
2020-05-23,Riau,110,6
2020-05-23,Maluku Utara,99,4
2020-05-23,Maluku,157,7
2020-05-23,Papua Barat,129,2
2020-05-23,Papua,494,6
2020-05-23,Sulawesi Barat,86,2
2020-05-23,Nusa Tenggara Timur,79,1
2020-05-23,Gorontalo,49,2
2020-05-23,Lain,21,0
2020-05-24,Aceh,19,1
2020-05-24,Bali,394,4
2020-05-24,Banten,789,66
2020-05-24,Kepulauan Bangka Belitung,39,1
2020-05-24,Bengkulu,69,2
2020-05-24,Daerah Istimewa Yogyakarta,226,8
2020-05-24,DKI Jakarta,6634,501
2020-05-24,Jambi,95,0
2020-05-24,Jawa Barat,2091,128
2020-05-24,Jawa Tengah,1309,70
2020-05-24,Jawa Timur,3663,283
2020-05-24,Kalimantan Barat,168,4
2020-05-24,Kalimantan Timur,276,3
2020-05-24,Kalimantan Tengah,308,15
2020-05-24,Kalimantan Selatan,599,59
2020-05-24,Kalimantan Utara,164,1
2020-05-24,Kepulauan Riau,154,12
2020-05-24,Nusa Tenggara Barat,478,8
2020-05-24,Sumatera Selatan,736,25
2020-05-24,Sumatera Barat,478,24
2020-05-24,Sulawesi Utara,230,15
2020-05-24,Sumatera Utara,311,33
2020-05-24,Sulawesi Tenggara,215,4
2020-05-24,Sulawesi Selatan,1296,63
2020-05-24,Sulawesi Tengah,121,4
2020-05-24,Lampung,109,7
2020-05-24,Riau,111,6
2020-05-24,Maluku Utara,100,5
2020-05-24,Maluku,159,7
2020-05-24,Papua Barat,130,2
2020-05-24,Papua,556,6
2020-05-24,Sulawesi Barat,86,2
2020-05-24,Nusa Tenggara Timur,79,1
2020-05-24,Gorontalo,58,2
2020-05-24,Lain,21,0
2020-05-25,Aceh,19,1
2020-05-25,Bali,396,4
2020-05-25,Banten,789,66
2020-05-25,Kepulauan Bangka Belitung,39,1
2020-05-25,Bengkulu,69,2
2020-05-25,Daerah Istimewa Yogyakarta,226,8
2020-05-25,DKI Jakarta,6709,501
2020-05-25,Jambi,97,0
2020-05-25,Jawa Barat,2113,128
2020-05-25,Jawa Tengah,1311,70
2020-05-25,Jawa Timur,3886,292
2020-05-25,Kalimantan Barat,175,4
2020-05-25,Kalimantan Timur,276,3
2020-05-25,Kalimantan Tengah,310,17
2020-05-25,Kalimantan Selatan,602,61
2020-05-25,Kalimantan Utara,164,1
2020-05-25,Kepulauan Riau,154,12
2020-05-25,Nusa Tenggara Barat,478,8
2020-05-25,Sumatera Selatan,812,25
2020-05-25,Sumatera Barat,478,24
2020-05-25,Sulawesi Utara,239,18
2020-05-25,Sumatera Utara,315,33
2020-05-25,Sulawesi Tenggara,215,4
2020-05-25,Sulawesi Selatan,1319,66
2020-05-25,Sulawesi Tengah,121,4
2020-05-25,Lampung,116,7
2020-05-25,Riau,111,6
2020-05-25,Maluku Utara,107,5
2020-05-25,Maluku,160,7
2020-05-25,Papua Barat,130,2
2020-05-25,Papua,567,6
2020-05-25,Sulawesi Barat,86,2
2020-05-25,Nusa Tenggara Timur,82,1
2020-05-25,Gorontalo,58,2
2020-05-25,Lain,21,0
2020-05-26,Aceh,19,1
2020-05-26,Bali,407,4
2020-05-26,Banten,807,66
2020-05-26,Kepulauan Bangka Belitung,39,1
2020-05-26,Bengkulu,69,2
2020-05-26,Daerah Istimewa Yogyakarta,226,8
2020-05-26,DKI Jakarta,6798,501
2020-05-26,Jambi,97,0
2020-05-26,Jawa Barat,2130,137
2020-05-26,Jawa Tengah,1315,70
2020-05-26,Jawa Timur,3943,301
2020-05-26,Kalimantan Barat,176,4
2020-05-26,Kalimantan Timur,277,3
2020-05-26,Kalimantan Tengah,322,17
2020-05-26,Kalimantan Selatan,630,63
2020-05-26,Kalimantan Utara,164,1
2020-05-26,Kepulauan Riau,154,12
2020-05-26,Nusa Tenggara Barat,488,8
2020-05-26,Sumatera Selatan,868,25
2020-05-26,Sumatera Barat,513,24
2020-05-26,Sulawesi Utara,265,22
2020-05-26,Sumatera Utara,315,33
2020-05-26,Sulawesi Tenggara,215,4
2020-05-26,Sulawesi Selatan,1352,68
2020-05-26,Sulawesi Tengah,121,4
2020-05-26,Lampung,116,8
2020-05-26,Riau,111,6
2020-05-26,Maluku Utara,118,5
2020-05-26,Maluku,160,7
2020-05-26,Papua Barat,132,2
2020-05-26,Papua,567,6
2020-05-26,Sulawesi Barat,87,2
2020-05-26,Nusa Tenggara Timur,85,1
2020-05-26,Gorontalo,58,2
2020-05-26,Lain,21,0
2020-05-27,Aceh,19,1
2020-05-27,Bali,415,4
2020-05-27,Banten,817,66
2020-05-27,Kepulauan Bangka Belitung,42,1
2020-05-27,Bengkulu,69,2
2020-05-27,Daerah Istimewa Yogyakarta,228,8
2020-05-27,DKI Jakarta,6895,509
2020-05-27,Jambi,97,0
2020-05-27,Jawa Barat,2157,142
2020-05-27,Jawa Tengah,1326,70
2020-05-27,Jawa Timur,4142,320
2020-05-27,Kalimantan Barat,183,4
2020-05-27,Kalimantan Timur,280,3
2020-05-27,Kalimantan Tengah,330,17
2020-05-27,Kalimantan Selatan,703,71
2020-05-27,Kalimantan Utara,165,2
2020-05-27,Kepulauan Riau,162,13
2020-05-27,Nusa Tenggara Barat,537,9
2020-05-27,Sumatera Selatan,921,25
2020-05-27,Sumatera Barat,537,25
2020-05-27,Sulawesi Utara,281,29
2020-05-27,Sumatera Utara,332,34
2020-05-27,Sulawesi Tenggara,226,4
2020-05-27,Sulawesi Selatan,1381,68
2020-05-27,Sulawesi Tengah,121,4
2020-05-27,Lampung,118,10
2020-05-27,Riau,111,6
2020-05-27,Maluku Utara,119,6
2020-05-27,Maluku,170,7
2020-05-27,Papua Barat,132,2
2020-05-27,Papua,581,6
2020-05-27,Sulawesi Barat,88,2
2020-05-27,Nusa Tenggara Timur,85,1
2020-05-27,Gorontalo,60,2
2020-05-27,Lain,21,0
2020-05-28,Aceh,20,1
2020-05-28,Bali,420,4
2020-05-28,Banten,831,66
2020-05-28,Kepulauan Bangka Belitung,42,1
2020-05-28,Bengkulu,71,2
2020-05-28,Daerah Istimewa Yogyakarta,228,8
2020-05-28,DKI Jakarta,7001,509
2020-05-28,Jambi,97,0
2020-05-28,Jawa Barat,2181,142
2020-05-28,Jawa Tengah,1336,70
2020-05-28,Jawa Timur,4313,334
2020-05-28,Kalimantan Barat,184,4
2020-05-28,Kalimantan Timur,281,3
2020-05-28,Kalimantan Tengah,337,17
2020-05-28,Kalimantan Selatan,819,71
2020-05-28,Kalimantan Utara,165,2
2020-05-28,Kepulauan Riau,175,13
2020-05-28,Nusa Tenggara Barat,562,10
2020-05-28,Sumatera Selatan,942,25
2020-05-28,Sumatera Barat,541,25
2020-05-28,Sulawesi Utara,297,34
2020-05-28,Sumatera Utara,362,36
2020-05-28,Sulawesi Tenggara,240,4
2020-05-28,Sulawesi Selatan,1427,68
2020-05-28,Sulawesi Tengah,126,4
2020-05-28,Lampung,118,10
2020-05-28,Riau,111,6
2020-05-28,Maluku Utara,128,6
2020-05-28,Maluku,188,8
2020-05-28,Papua Barat,152,2
2020-05-28,Papua,584,6
2020-05-28,Sulawesi Barat,88,2
2020-05-28,Nusa Tenggara Timur,85,1
2020-05-28,Gorontalo,65,2
2020-05-28,Lain,21,0
2020-05-29,Aceh,20,1
2020-05-29,Bali,443,4
2020-05-29,Banten,845,69
2020-05-29,Kepulauan Bangka Belitung,42,1
2020-05-29,Bengkulu,72,2
2020-05-29,Daerah Istimewa Yogyakarta,230,8
2020-05-29,DKI Jakarta,7128,509
2020-05-29,Jambi,97,0
2020-05-29,Jawa Barat,2211,142
2020-05-29,Jawa Tengah,1350,70
2020-05-29,Jawa Timur,4414,345
2020-05-29,Kalimantan Barat,184,4
2020-05-29,Kalimantan Timur,285,3
2020-05-29,Kalimantan Tengah,367,17
2020-05-29,Kalimantan Selatan,893,72
2020-05-29,Kalimantan Utara,165,2
2020-05-29,Kepulauan Riau,178,14
2020-05-29,Nusa Tenggara Barat,590,10
2020-05-29,Sumatera Selatan,953,27
2020-05-29,Sumatera Barat,541,25
2020-05-29,Sulawesi Utara,306,35
2020-05-29,Sumatera Utara,400,36
2020-05-29,Sulawesi Tenggara,241,4
2020-05-29,Sulawesi Selatan,1468,71
2020-05-29,Sulawesi Tengah,126,4
2020-05-29,Lampung,131,10
2020-05-29,Riau,117,6
2020-05-29,Maluku Utara,139,7
2020-05-29,Maluku,215,8
2020-05-29,Papua Barat,158,2
2020-05-29,Papua,640,6
2020-05-29,Sulawesi Barat,88,2
2020-05-29,Nusa Tenggara Timur,90,1
2020-05-29,Gorontalo,68,3
2020-05-29,Lain,21,0
2020-05-30,Aceh,20,1
2020-05-30,Bali,455,4
2020-05-30,Banten,858,69
2020-05-30,Kepulauan Bangka Belitung,45,1
2020-05-30,Bengkulu,86,2
2020-05-30,Daerah Istimewa Yogyakarta,233,8
2020-05-30,DKI Jakarta,7229,516
2020-05-30,Jambi,97,0
2020-05-30,Jawa Barat,2231,144
2020-05-30,Jawa Tengah,1366,70
2020-05-30,Jawa Timur,4613,372
2020-05-30,Kalimantan Barat,184,4
2020-05-30,Kalimantan Timur,291,3
2020-05-30,Kalimantan Tengah,398,19
2020-05-30,Kalimantan Selatan,893,77
2020-05-30,Kalimantan Utara,165,2
2020-05-30,Kepulauan Riau,196,14
2020-05-30,Nusa Tenggara Barat,594,10
